TEAM_ID,SEASON_ID,order_full,bic_full,bic_reduced,bic_delta_full_minus_reduced,coef__const,coef__is_back_to_back,coef__is_short_rest,coef__opp_is_back_to_back,coef__opp_is_short_rest,coef__IS_HOME_int,coef__ar.L1,coef__sigma2
1610612737,22022,"(1, 0, 0)",661.5146914037355,652.0943854996228,9.420305904112638,-11.219229343581752,-4.1723301841821625,4.242657754430128,2.1206396363334163,8.568343804228217,2.416172128917727,-0.2649246531470995,147.35933268132456
1610612737,22023,"(1, 0, 0)",680.8350849558738,670.8178168229169,10.017268132956815,-2.8135288918455483,-6.392995907286021,-3.113895288355042,9.105083558763429,-0.09691386173366884,6.114939586752987,0.06820120519166897,187.61553134988378
1610612737,22024,"(1, 0, 0)",677.1306494071555,662.07243937272,15.058210034435433,-0.6458623519840779,5.362546008392812,-3.4961349255840366,-1.9569045997523218,2.601255124591504,-1.6140470558270519,0.10203894309963339,179.1044666486788
1610612738,22022,"(1, 0, 0)",677.9326375019418,666.3602466419319,11.572390860009932,-1.7422524550323144,1.8822957884611915,2.5654607023108684,9.841764174299758,0.16502877739377853,8.753818591924137,-0.11949240747201702,180.9274525139241
1610612738,22023,"(1, 0, 0)",691.4117412710527,679.6165037411319,11.795237529920882,6.6088837080678235,6.081023284545331,-6.959057747233258,2.871051620236036,5.499898778564591,7.988546106236874,0.05378203111694302,214.11672022917898
1610612738,22024,"(1, 0, 0)",685.2146537783269,669.3953940549108,15.819259723416167,9.977975748427369,-3.406348347565317,0.2581900650299523,5.39499280319038,-1.3229893845722707,-0.9463738629881265,-0.2796596739081699,198.1407143409459
1610612739,22022,"(1, 0, 0)",645.05358695529,636.4940311384296,8.559555816860438,-4.9376544872865775,-8.09786802488675,9.696778561131469,-2.76395610269722,-0.07442575265199299,7.533530630825726,0.09878583764841577,119.94939185710618
1610612739,22023,"(1, 0, 0)",685.4619510844304,675.2814167491499,10.180534335280527,-2.308458607382127,-9.25499578591897,5.590361958369906,6.944443380876738,-1.1561792622269305,3.314677061553654,0.08544033355337555,198.78071671473973
1610612739,22024,"(1, 0, 0)",665.9051468699877,652.494922062546,13.410224807441637,10.324288831246948,-0.9163115947114606,-5.128966829904965,6.319869387200224,0.3634422742843916,3.5540459719893986,0.0957678638167504,155.68069321699724
1610612740,22022,"(1, 0, 0)",680.2763379081312,667.2202636819457,13.056074226185501,-2.4239112860640795,-2.69161366967954,3.368878595077935,7.346713701367352,-4.578251481932793,7.189413555806483,0.1346281169101605,186.30411063135958
1610612740,22023,"(1, 0, 0)",712.5333706393774,697.8440758472943,14.689294792083047,10.917579802880077,-1.9197278931087307,-7.147659674681473,4.14797271399936,0.5709060537567688,-3.2144870845919544,-0.027060427087712925,278.83047019510394
1610612740,22024,"(1, 0, 0)",677.9195856603308,662.864894254172,15.054691406158781,-14.12199173121519,-6.8246309243494,1.427172578028533,5.436916864137261,-0.8896318225229005,8.657099357269592,-0.015814706206727428,180.8957375559138
1610612741,22022,"(1, 0, 0)",689.1311477913943,674.9710764202673,14.160071371126946,6.580713623788047,-4.134618939250763,-3.7132155717046675,1.6434216975643574,-3.694268345636778,2.258491334685228,0.04833786633269642,208.11913470354818
1610612741,22023,"(1, 0, 0)",660.1012356978406,644.3747882648311,15.726447433009525,-2.5295523870185774,-0.697932515379513,-2.7804623824803834,-3.236240813728245,3.0349553893910737,3.8173966148228224,-0.23712256037388263,144.77597325668611
1610612741,22024,"(1, 0, 0)",703.3048171042459,687.9280621659816,15.376754938264298,0.0863187507031184,-4.5935203603415475,-0.42636227230848295,5.5689808637049225,-1.74009352785862,-0.5783204647937469,-0.0014669396649046014,248.41803336363486
1610612742,22022,"(1, 0, 0)",639.8603936024923,625.7737500255603,14.086643576932033,-3.8238082809220604,-5.025488613440396,3.9818068246938223,-0.9962755462364731,-0.3578212958770633,3.320133059180834,-0.14828648613075993,112.40742120098555
