term,median
const,-2.0253555312072207
is_back_to_back,-2.819088601093161
is_short_rest,-0.10282279839606398
opp_is_back_to_back,3.122082191300249
opp_is_short_rest,-0.15936424869159047
IS_HOME_int,3.9288207455014277
ar.L1,0.026690510645415798
sigma2,184.21359501578104
